longitude,latitude,sunshine_category
129.625,-11.375,8
129.875,-11.375,8
130.125,-11.375,8
130.375,-11.375,8
130.625,-11.375,8
130.875,-11.375,8
131.125,-11.375,8
131.375,-11.375,8
131.625,-11.375,8
131.875,-11.375,8
132.125,-11.375,8
132.375,-11.375,8
132.625,-11.375,8
132.875,-11.375,8
133.125,-11.375,8
133.375,-11.375,8
133.625,-11.375,8
133.875,-11.375,8
134.125,-11.375,8
134.375,-11.375,8
134.625,-11.375,8
134.875,-11.375,8
135.125,-11.375,8
135.375,-11.375,8
135.625,-11.375,8
135.875,-11.375,8
136.125,-11.375,8
136.375,-11.375,8
136.625,-11.375,8
136.875,-11.375,8
137.125,-11.375,8
137.375,-11.375,8
137.625,-11.375,8
137.875,-11.375,7
138.125,-11.375,7
138.375,-11.375,7
138.625,-11.375,7
138.875,-11.375,7
139.125,-11.375,7
139.375,-11.375,7
139.625,-11.375,7
139.875,-11.375,7
140.125,-11.375,7
140.375,-11.375,7
140.625,-11.375,7
140.875,-11.375,7
141.125,-11.375,7
141.375,-11.375,7
141.625,-11.375,7
141.875,-11.375,7
142.125,-11.375,7
142.375,-11.375,7
142.625,-11.375,7
142.875,-11.375,7
143.125,-11.375,7
143.375,-11.375,7
143.625,-11.375,7
143.875,-11.375,7
144.125,-11.375,7
144.375,-11.375,7
144.625,-11.375,7
144.875,-11.375,7
145.125,-11.375,7
145.375,-11.375,7
145.625,-11.375,7
145.875,-11.375,7
146.125,-11.375,7
146.375,-11.375,7
146.625,-11.375,7
146.875,-11.375,7
147.125,-11.375,7
147.375,-11.375,7
147.625,-11.375,7
147.875,-11.375,7
148.125,-11.375,7
148.375,-11.375,7
148.625,-11.375,7
148.875,-11.375,7
149.125,-11.375,7
149.375,-11.375,7
149.625,-11.375,7
149.875,-11.375,7
150.125,-11.375,7
150.375,-11.375,7
150.625,-11.375,7
150.875,-11.375,7
151.125,-11.375,7
151.375,-11.375,7
151.625,-11.375,7
151.875,-11.375,7
152.125,-11.375,7
152.375,-11.375,7
152.625,-11.375,6
152.875,-11.375,5
153.125,-11.375,5
153.375,-11.375,4
153.625,-11.375,4
153.875,-11.375,3
154.125,-11.375,3
154.375,-11.375,2
154.625,-11.375,2
154.875,-11.375,2
155.125,-11.375,1
155.375,-11.375,1
155.625,-11.375,1
155.875,-11.375,1
156.125,-11.375,1
111.875,-11.625,0
112.125,-11.625,0
112.375,-11.625,0
112.625,-11.625,0
112.875,-11.625,1
113.125,-11.625,1
113.375,-11.625,1
113.625,-11.625,1
113.875,-11.625,1
114.125,-11.625,1
114.375,-11.625,1
114.625,-11.625,1
114.875,-11.625,1
115.125,-11.625,2
115.375,-11.625,2
115.625,-11.625,2
115.875,-11.625,2
116.125,-11.625,2
116.375,-11.625,2
116.625,-11.625,2
116.875,-11.625,3
117.125,-11.625,3
117.375,-11.625,3
117.625,-11.625,3
117.875,-11.625,3
118.125,-11.625,4
118.375,-11.625,4
118.625,-11.625,4
118.875,-11.625,4
119.125,-11.625,4
119.375,-11.625,5
119.625,-11.625,5
119.875,-11.625,5
120.125,-11.625,5
120.375,-11.625,6
120.625,-11.625,6
120.875,-11.625,6
121.125,-11.625,7
121.375,-11.625,7
121.625,-11.625,7
121.875,-11.625,7
122.125,-11.625,8
122.375,-11.625,8
122.625,-11.625,8
122.875,-11.625,9
123.125,-11.625,9
123.375,-11.625,9
123.625,-11.625,9
123.875,-11.625,9
124.125,-11.625,9
124.375,-11.625,9
124.625,-11.625,9
124.875,-11.625,8
125.125,-11.625,8
125.375,-11.625,8
125.625,-11.625,8
125.875,-11.625,8
126.125,-11.625,8
126.375,-11.625,8
126.625,-11.625,8
126.875,-11.625,8
127.125,-11.625,8
127.375,-11.625,8
127.625,-11.625,8
127.875,-11.625,8
128.125,-11.625,8
128.375,-11.625,8
128.625,-11.625,8
128.875,-11.625,8
129.125,-11.625,8
129.375,-11.625,8
129.625,-11.625,8
129.875,-11.625,8
130.125,-11.625,8
130.375,-11.625,8
130.625,-11.625,8
130.875,-11.625,8
131.125,-11.625,8
131.375,-11.625,8
131.625,-11.625,8
131.875,-11.625,8
132.125,-11.625,8
132.375,-11.625,8
132.625,-11.625,8
132.875,-11.625,8
133.125,-11.625,8
133.375,-11.625,8
133.625,-11.625,8
133.875,-11.625,8
134.125,-11.625,8
134.375,-11.625,8
134.625,-11.625,8
134.875,-11.625,8
135.125,-11.625,8
135.375,-11.625,8
135.625,-11.625,8
135.875,-11.625,8
136.125,-11.625,8
136.375,-11.625,8
136.625,-11.625,8
136.875,-11.625,8
137.125,-11.625,8
137.375,-11.625,8
137.625,-11.625,8
137.875,-11.625,8
138.125,-11.625,7
138.375,-11.625,7
138.625,-11.625,7
138.875,-11.625,7
139.125,-11.625,7
139.375,-11.625,7
139.625,-11.625,7
139.875,-11.625,7
140.125,-11.625,7
140.375,-11.625,7
140.625,-11.625,7
140.875,-11.625,7
141.125,-11.625,7
141.375,-11.625,7
141.625,-11.625,7
141.875,-11.625,7
142.125,-11.625,7
142.375,-11.625,7
142.625,-11.625,7
142.875,-11.625,7
143.125,-11.625,7
143.375,-11.625,7
143.625,-11.625,7
143.875,-11.625,7
144.125,-11.625,7
144.375,-11.625,7
144.625,-11.625,7
144.875,-11.625,7
145.125,-11.625,7
145.375,-11.625,7
145.625,-11.625,6
145.875,-11.625,6
146.125,-11.625,6
146.375,-11.625,6
146.625,-11.625,7
146.875,-11.625,7
147.125,-11.625,7
147.375,-11.625,7
147.625,-11.625,7
147.875,-11.625,7
148.125,-11.625,7
148.375,-11.625,7
148.625,-11.625,7
148.875,-11.625,7
149.125,-11.625,7
149.375,-11.625,7
149.625,-11.625,7
149.875,-11.625,7
150.125,-11.625,7
150.375,-11.625,7
150.625,-11.625,7
150.875,-11.625,7
151.125,-11.625,7
151.375,-11.625,7
151.625,-11.625,7
151.875,-11.625,7
152.125,-11.625,7
152.375,-11.625,7
152.625,-11.625,7
152.875,-11.625,6
153.125,-11.625,5
153.375,-11.625,5
153.625,-11.625,4
153.875,-11.625,4
154.125,-11.625,3
154.375,-11.625,3
154.625,-11.625,2
154.875,-11.625,2
155.125,-11.625,2
155.375,-11.625,1
155.625,-11.625,1
155.875,-11.625,1
156.125,-11.625,1
111.875,-11.875,0
112.125,-11.875,0
112.375,-11.875,0
112.625,-11.875,1
112.875,-11.875,1
113.125,-11.875,1
113.375,-11.875,1
113.625,-11.875,1
113.875,-11.875,1
114.125,-11.875,1
114.375,-11.875,1
114.625,-11.875,2
114.875,-11.875,2
115.125,-11.875,2
115.375,-11.875,2
115.625,-11.875,2
115.875,-11.875,2
116.125,-11.875,2
116.375,-11.875,3
116.625,-11.875,3
116.875,-11.875,3
